event.uuid,event.classification,event.tlp,event.special_france,event.title.desensitized,event.reliability,event.description,event.date,event.apts,event.metadata,signature.uuid,signature.type,signature.description,siganture.value,signature_component.uuid,signature_component.type,signature_component.reliability,signature_component.metedata,signature_component.value,signature_component.description
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",3eacc1bb-dab6-4604-be6e-afdfb2b378a4,ip-dst,,,3eacc1bb-dab6-4604-be6e-afdfb2b378a4,ip-dst,Bonne,,186.18.129.164,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",b4cb7cc0-5292-41eb-b127-5eb59b651016,ip-dst,,,b4cb7cc0-5292-41eb-b127-5eb59b651016,ip-dst,Bonne,,186.188.226.99,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",b479d2e3-2c16-4d3f-864f-71e880d3cdb3,ip-dst,,,b479d2e3-2c16-4d3f-864f-71e880d3cdb3,ip-dst,Bonne,,189.121.150.254,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",fccaac2b-74df-4390-8e63-097f663c5ebf,ip-dst,,,fccaac2b-74df-4390-8e63-097f663c5ebf,ip-dst,Bonne,,189.89.55.24,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",fda4b77d-db6b-483b-a5b1-be525645af43,ip-dst,,,fda4b77d-db6b-483b-a5b1-be525645af43,ip-dst,Bonne,,190.215.240.102,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",4c58078d-e4fe-4606-99de-1146ec0ecde6,ip-dst,,,4c58078d-e4fe-4606-99de-1146ec0ecde6,ip-dst,Bonne,,190.215.241.146,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",011f224e-09b9-4642-82f7-ce4e664773a8,ip-dst,,,011f224e-09b9-4642-82f7-ce4e664773a8,ip-dst,Bonne,,192.162.103.168,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",d7bd2d9e-679a-448f-a9c8-30cf9ea81757,ip-dst,,,d7bd2d9e-679a-448f-a9c8-30cf9ea81757,ip-dst,Bonne,,193.242.176.251,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",ff558090-8e95-4c01-a500-4e62a6590f89,ip-dst,,,ff558090-8e95-4c01-a500-4e62a6590f89,ip-dst,Bonne,,194.5.79.21,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",d9c146b3-589c-49ea-a939-179f2dfe7916,ip-dst,,,d9c146b3-589c-49ea-a939-179f2dfe7916,ip-dst,Bonne,,195.91.209.21,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",db56779c-e2fc-4d4c-a75f-899e2795d18b,ip-dst,,,db56779c-e2fc-4d4c-a75f-899e2795d18b,ip-dst,Bonne,,195.91.239.226,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",a8e0d3dc-940a-45d3-b202-447827bca18d,ip-dst,,,a8e0d3dc-940a-45d3-b202-447827bca18d,ip-dst,Bonne,,196.206.181.146,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",3425f828-459b-4527-91d7-a3eea37bf14b,ip-dst,,,3425f828-459b-4527-91d7-a3eea37bf14b,ip-dst,Bonne,,196.217.199.166,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",8f5fad3c-1770-4061-8614-fd741ec2b27d,ip-dst,,,8f5fad3c-1770-4061-8614-fd741ec2b27d,ip-dst,Bonne,,196.64.185.13,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",22a0d459-88a0-41d2-99db-da0e3e31cc94,ip-dst,,,22a0d459-88a0-41d2-99db-da0e3e31cc94,ip-dst,Bonne,,197.52.253.45,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",ae9229bb-e734-4a6b-b603-2e9004904130,ip-dst,,,ae9229bb-e734-4a6b-b603-2e9004904130,ip-dst,Bonne,,197.53.100.117,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",929d0a2e-e6be-4cb4-9b1e-9985a37b501d,ip-dst,,,929d0a2e-e6be-4cb4-9b1e-9985a37b501d,ip-dst,Bonne,,197.53.106.152,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",fc40068a-2da7-4a34-8876-af3af6952401,ip-dst,,,fc40068a-2da7-4a34-8876-af3af6952401,ip-dst,Bonne,,197.53.122.134,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",f4c1ac6a-ee73-4d9d-b844-7f2e5dfb7aef,ip-dst,,,f4c1ac6a-ee73-4d9d-b844-7f2e5dfb7aef,ip-dst,Bonne,,197.53.122.144,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",50b8b371-3edd-489e-9f96-5ca3dba90374,ip-dst,,,50b8b371-3edd-489e-9f96-5ca3dba90374,ip-dst,Bonne,,197.53.21.0,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",b837bb06-3425-4cdc-ad6a-7e1999d0edec,ip-dst,,,b837bb06-3425-4cdc-ad6a-7e1999d0edec,ip-dst,Bonne,,197.53.21.180,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",d3483f5e-afd9-4644-a08a-685cf9950d05,ip-dst,,,d3483f5e-afd9-4644-a08a-685cf9950d05,ip-dst,Bonne,,197.53.21.198,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",9c2eface-e7e3-4bda-a59b-cbdb57f1f0b4,ip-dst,,,9c2eface-e7e3-4bda-a59b-cbdb57f1f0b4,ip-dst,Bonne,,197.53.56.168,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",68ff1b1d-93bc-44cc-9f18-f237f14665b6,ip-dst,,,68ff1b1d-93bc-44cc-9f18-f237f14665b6,ip-dst,Bonne,,197.53.6.226,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",aaff79d3-656e-479f-bd5b-c09fae704503,ip-dst,,,aaff79d3-656e-479f-bd5b-c09fae704503,ip-dst,Bonne,,197.53.60.223,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",5885dccd-75a2-4636-92c0-a7b29e435504,ip-dst,,,5885dccd-75a2-4636-92c0-a7b29e435504,ip-dst,Bonne,,197.53.70.114,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",8553b878-0984-46a9-9fb7-07d1fca9bbe1,ip-dst,,,8553b878-0984-46a9-9fb7-07d1fca9bbe1,ip-dst,Bonne,,197.53.78.134,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",04e26341-2c2d-447f-8876-b0e6be4f0dd3,ip-dst,,,04e26341-2c2d-447f-8876-b0e6be4f0dd3,ip-dst,Bonne,,197.53.98.19,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",1ad5052e-4f3e-4ee6-b3d1-852d75446e2d,ip-dst,,,1ad5052e-4f3e-4ee6-b3d1-852d75446e2d,ip-dst,Bonne,,2.176.206.42,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",dde8ffdf-aee2-4ca6-b7b6-8a7fb825fb32,ip-dst,,,dde8ffdf-aee2-4ca6-b7b6-8a7fb825fb32,ip-dst,Bonne,,2.176.220.97,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",bd166819-281e-4344-b1fc-84b80b65fb5f,ip-dst,,,bd166819-281e-4344-b1fc-84b80b65fb5f,ip-dst,Bonne,,2.176.234.36,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",9ae5c34e-4938-408c-b108-fd2ce966e952,ip-dst,,,9ae5c34e-4938-408c-b108-fd2ce966e952,ip-dst,Bonne,,2.50.208.83,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",517c6e67-ea9b-4f74-a2af-d3b7c80b38d8,ip-dst,,,517c6e67-ea9b-4f74-a2af-d3b7c80b38d8,ip-dst,Bonne,,2.50.210.146,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",e7757a96-0662-49ae-aa74-aaeeed46beb1,ip-dst,,,e7757a96-0662-49ae-aa74-aaeeed46beb1,ip-dst,Bonne,,2.50.217.75,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",c9bb5d02-d65f-4b88-be41-afa3311b9f38,ip-dst,,,c9bb5d02-d65f-4b88-be41-afa3311b9f38,ip-dst,Bonne,,2.50.252.96,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",5a8129dd-2dd4-4761-ab00-78ca7344ac74,ip-dst,,,5a8129dd-2dd4-4761-ab00-78ca7344ac74,ip-dst,Bonne,,200.125.167.170,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",a9034b44-bc7e-4bb5-ab9c-8d9ce9cb9afa,ip-dst,,,a9034b44-bc7e-4bb5-ab9c-8d9ce9cb9afa,ip-dst,Bonne,,201.156.106.72,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",2d3a84ca-8b5e-495f-aa86-6471b69079fe,ip-dst,,,2d3a84ca-8b5e-495f-aa86-6471b69079fe,ip-dst,Bonne,,201.164.47.86,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",4e06b0de-90fc-45c4-a6d4-d70fb984bd9f,ip-dst,,,4e06b0de-90fc-45c4-a6d4-d70fb984bd9f,ip-dst,Bonne,,201.164.47.90,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",d7333f2b-bc79-451c-b29d-6316ca86b8a6,ip-dst,,,d7333f2b-bc79-451c-b29d-6316ca86b8a6,ip-dst,Bonne,,203.114.106.194,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",7c42ef04-8493-4af2-952a-2e02f570fdcb,ip-dst,,,7c42ef04-8493-4af2-952a-2e02f570fdcb,ip-dst,Bonne,,203.151.67.66,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",4a6b7515-9f4e-47be-877c-3abda08487ae,ip-dst,,,4a6b7515-9f4e-47be-877c-3abda08487ae,ip-dst,Bonne,,203.156.162.146,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",f089ccb6-ff7a-41d8-b184-f9a831e5e1d2,ip-dst,,,f089ccb6-ff7a-41d8-b184-f9a831e5e1d2,ip-dst,Bonne,,208.26.93.179,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",9b519d31-2770-484b-bdff-b3943ba317d7,ip-dst,,,9b519d31-2770-484b-bdff-b3943ba317d7,ip-dst,Bonne,,210.86.173.106,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",b48174b2-ca91-4dec-9af2-6b27aceb6f36,ip-dst,,,b48174b2-ca91-4dec-9af2-6b27aceb6f36,ip-dst,Bonne,,212.164.223.156,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",b0f5f4d0-4254-4643-9d90-c44b505124a4,ip-dst,,,b0f5f4d0-4254-4643-9d90-c44b505124a4,ip-dst,Bonne,,213.24.124.154,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",aeb3772e-bffc-4c02-b216-f436e49531ab,ip-dst,,,aeb3772e-bffc-4c02-b216-f436e49531ab,ip-dst,Bonne,,217.131.2.188,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",53af8cc4-c034-4ebb-aec9-ee4501c91c61,ip-dst,,,53af8cc4-c034-4ebb-aec9-ee4501c91c61,ip-dst,Bonne,,217.66.21.23,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",336d3bd4-d4b3-4b9f-9b95-ca1e626b346a,ip-dst,,,336d3bd4-d4b3-4b9f-9b95-ca1e626b346a,ip-dst,Bonne,,217.72.4.161,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",4afbfcdd-1306-4415-bef0-8c5120bb8c5b,ip-dst,,,4afbfcdd-1306-4415-bef0-8c5120bb8c5b,ip-dst,Bonne,,219.92.167.217,
60f6ea57-5534-4866-9677-44650abe1822,NON-CLASSIFIEES,white,False,Publication maqueurs APT31,Bonne,,2021-07-20,['APT31'],"fr-classif:non-classifiees=""NON-CLASSIFIEES"", cossi:TLP=""white"", cossi:RechercheSourceOuverte=""Autorisee"", cossi:fiabilite=""Bonne"", cossi:threat_category=""APT"", misp-galaxy:threat-actor=""APT31""",514933a9-13e1-4b57-a097-1d6adeb65aaa,ip-dst,,,514933a9-13e1-4b57-a097-1d6adeb65aaa,ip-dst,Bonne,,219.94.88.113,
